uniqueid,drugname,condition,review,rating,date,usefulcount,cleaned_review,sentiment_class,sentiment_rate,scaled_rating,scaled_sentiment,avg_rating,avg_sentiment,final_rate,positive_count,prescription_count,acceptance_rate,drug_name and review
161518,Diphenhydramine,Insomnia,This is pretty much ineffective for me  I lay in bed for over an hour trying to sleep and if I do happen to fall asleep I wake up many times throughout the night  I guess I need something stronger,3,2/11/2009,14,This pretty much ineffective I lay bed hour trying sleep I happen fall asleep I wake many time throughout night I guess I need something stronger,positive,0.316666667,2,6,3,6,4.5,1,1,1,Diphenhydramine-This is pretty much ineffective for me  I lay in bed for over an hour trying to sleep and if I do happen to fall asleep I wake up many times throughout the night  I guess I need something stronger
161561,MG217 Medicated Tar,Psoriasis,works greatstarts working right away and doesnt stain,9,2/17/2010,19,work greatstarts working right away doesnt stain,neutral,0.285714286,5,6,9,6,7.5,0,1,0,MG217 Medicated Tar-works greatstarts working right away and doesnt stain
161621,Econazole,Tinea Versicol,Very effective at fungus elimination however WATCH THOSE SIDE EFFECTS  Talk about burning and extraordinary sensitivity in a sensitive area,8,7/8/2008,11,Very effective fungus elimination however WATCH THOSE SIDE EFFECTS Talk burning extraordinary sensitivity sensitive area,positive,0.404444444,4,7,8,7,7.5,1,1,1,Econazole-Very effective at fungus elimination however WATCH THOSE SIDE EFFECTS  Talk about burning and extraordinary sensitivity in a sensitive area
161682,Remeron,Major Depressive Disorde,Just started taking this med again Ive been on more than I can count over the years The only downfall Ive had is the daytime foggy feeling which Im hoping will subside over time Ive only been taking this less than a week and my depression symptoms have greatly improved as well as I sleep well every night Appetite has gone up for me as well but not a concern for me at this point Very happy overall I will post again in a few weeks to give another update,8,11/18/2015,49,Just started taking med Ive I count year The downfall Ive daytime foggy feeling Im hoping subside time Ive taking le week depression symptom greatly improved well I sleep well every night Appetite gone well concern point Very happy overall I post week give another update,positive,0.241666667,4,6,8,6,7,1,1,1,Remeron-Just started taking this med again Ive been on more than I can count over the years The only downfall Ive had is the daytime foggy feeling which Im hoping will subside over time Ive only been taking this less than a week and my depression symptoms have greatly improved as well as I sleep well every night Appetite has gone up for me as well but not a concern for me at this point Very happy overall I will post again in a few weeks to give another update
161820,Dermal filler,acial Wrinkles,I went in to get the venus freeze done on my neck and jowls The esthatician I saw wowed me with all the plus sides of bellafil I didnt find anything to contraindicate its efficacy so I went ahead and with the injections I was told I had the best person possible doing my treatment As it turned out I was her guinea pig My face was left with lumps and bumps all over A year later I had to get immunizations to start the nursing program The bellafil has started to grow I have several swollen balls all over my face I cant get anyone to return my calls I am really worried this is going to permanently disfigure me,1,1/4/2017,30,I went get venus freeze done neck jowl The esthatician I saw wowed plus side bellafil I didnt find anything contraindicate efficacy I went ahead injection I told I best person possible treatment As turned I guinea pig My face left lump bump A year later I get immunization start nursing program The bellafil started grow I several swollen ball face I cant get anyone return call I really worried going permanently disfigure,positive,0.2,1,6,1,6,3.5,1,1,1,Dermal filler-I went in to get the venus freeze done on my neck and jowls The esthatician I saw wowed me with all the plus sides of bellafil I didnt find anything to contraindicate its efficacy so I went ahead and with the injections I was told I had the best person possible doing my treatment As it turned out I was her guinea pig My face was left with lumps and bumps all over A year later I had to get immunizations to start the nursing program The bellafil has started to grow I have several swollen balls all over my face I cant get anyone to return my calls I am really worried this is going to permanently disfigure me
161894,Tazarotene,Acne,Most amazing medication ever for acne it feels like its renewing skin while you sleep and helps to clear up skin immediately highly recommend,10,1/21/2017,3,Most amazing medication ever acne feel like renewing skin sleep help clear skin immediately highly recommend,positive,0.34,5,7,10,7,8.5,1,1,1,Tazarotene-Most amazing medication ever for acne it feels like its renewing skin while you sleep and helps to clear up skin immediately highly recommend
162028,Opcon-A,Eye Redness/Itching,OpconA relieves my eye soreness and eliminates redness better than any other overthecounter product such as Visine and Pataday Rx and a bank loan are required but it causes eye twitching after a few days of use as Pataday instructs  I use OpconA once or twice per day only on days that my eyes become tired due to combination of chronic dry eye possible eye allergy and lack of sleep My eyes are red even on good days except for a while after using OpconA At age  now no side effects have been observed despite occasional use for many years,10,10/20/2009,22,OpconA relief eye soreness eliminates redness better overthecounter product Visine Pataday Rx bank loan required cause eye twitching day use Pataday instructs I use OpconA twice per day day eye become tired due combination chronic dry eye possible eye allergy lack sleep My eye red even good day except using OpconA At age side effect observed despite occasional use many year,negative,0.06025641,5,5,10,5,7.5,0,1,0,Opcon-A-OpconA relieves my eye soreness and eliminates redness better than any other overthecounter product such as Visine and Pataday Rx and a bank loan are required but it causes eye twitching after a few days of use as Pataday instructs  I use OpconA once or twice per day only on days that my eyes become tired due to combination of chronic dry eye possible eye allergy and lack of sleep My eyes are red even on good days except for a while after using OpconA At age  now no side effects have been observed despite occasional use for many years
162044,Camila,Birth Control,This pill has so far prevented pregnancy successfully even with missing occasionally  The irregular periods do provide quite the scare but Im thankful for something during this breastfeeding stage  Since I exercise I havent noticed any weight gain or significant side effects after the first few days of taking it,8,4/24/2017,5,This pill far prevented pregnancy successfully even missing occasionally The irregular period provide quite scare Im thankful something breastfeeding stage Since I exercise I havent noticed weight gain significant side effect first day taking,positive,0.153571429,4,6,8,6,7,1,1,1,Camila-This pill has so far prevented pregnancy successfully even with missing occasionally  The irregular periods do provide quite the scare but Im thankful for something during this breastfeeding stage  Since I exercise I havent noticed any weight gain or significant side effects after the first few days of taking it
162107,Benzoyl peroxide,Acne,Medication burned a layer of my face off,1,9/19/2016,5,Medication burned layer face,neutral,0,1,5,3,5.5,4.25,1,2,0.5,Benzoyl peroxide-Medication burned a layer of my face off
162181,Denosumab,Osteoporosis,After getting my nd Prolia injection Ive had the worst  months of my life  Within a couple weeks I went from a very young  yr old to a  year old woman  My back and hips have been so painful that I have to wear a stiff back support to be able to move  Even with this I cant stand up straight I am awakened at night because of the pain and I cant turn over in bed  I am constantly achey and tired  Before Prolia I was extremely active  I worked with a personal trainer twice a week for six months before the nd injection but now I have probably lost all the muscle strength and flexibility I gained  I put my gym membership on hold until I can move again without pain Prolia is the worst,1,6/27/2016,157,After getting nd Prolia injection Ive worst month life Within couple week I went young yr old year old woman My back hip painful I wear stiff back support able move Even I cant stand straight I awakened night pain I cant turn bed I constantly achey tired Before Prolia I extremely active I worked personal trainer twice week six month nd injection I probably lost muscle strength flexibility I gained I put gym membership hold I move without pain Prolia worst,negative,-0.161174603,1,4,1,4,2.5,0,1,0,Denosumab-After getting my nd Prolia injection Ive had the worst  months of my life  Within a couple weeks I went from a very young  yr old to a  year old woman  My back and hips have been so painful that I have to wear a stiff back support to be able to move  Even with this I cant stand up straight I am awakened at night because of the pain and I cant turn over in bed  I am constantly achey and tired  Before Prolia I was extremely active  I worked with a personal trainer twice a week for six months before the nd injection but now I have probably lost all the muscle strength and flexibility I gained  I put my gym membership on hold until I can move again without pain Prolia is the worst
162210,Brovana,"COPD, Maintenance",Helps my breathing so much,10,12/26/2008,27,Helps breathing much,positive,0.2,5,6,10,6,8,1,1,1,Brovana-Helps my breathing so much
162217,Excedrin PM,Insomnia,It helped me fall asleep and get a full night of sleep It was not hard for me to stop taking it I did not wake up feeling grogy,10,3/11/2008,24,It helped fall asleep get full night sleep It hard stop taking I wake feeling grogy,negative,0.247916667,5,6,10,6,8,0,1,0,Excedrin PM-It helped me fall asleep and get a full night of sleep It was not hard for me to stop taking it I did not wake up feeling grogy
162311,Hyaluronan,Osteoarthritis,At age  I had  weekly shots of Orthovisc on both bonetobone knees During the first  minutes after  injection the knees feel like brand new again Then it  wears off Butafter  weeks upon completion of the  shots my knees feel wonderful An amazing treatment give it some time to really start working,9,12/11/2013,89,At age I weekly shot Orthovisc bonetobone knee During first minute injection knee feel like brand new Then wear Butafter week upon completion shot knee feel wonderful An amazing treatment give time really start working,positive,0.437272727,5,7,9,7,8,1,1,1,Hyaluronan-At age  I had  weekly shots of Orthovisc on both bonetobone knees During the first  minutes after  injection the knees feel like brand new again Then it  wears off Butafter  weeks upon completion of the  shots my knees feel wonderful An amazing treatment give it some time to really start working
162345,Epoprostenol,Pulmonary Hypertension,Flolan is great as a cure alone I felt the best while taking Flolan Although sometimes the cure is worse than the disease Flolan comes with a lot of problems It is tedious and cumbersome it is given intravenously over  hours and that in itself is a major disadvantage It requires a pump that feeds the medicine all day all night The pouches that contain the medicine must be replaced every night and a spare must be carried on the patient at all times They must be kept on ice to retain the effectiveness of the medicine Flolan also has a short shelf life requiring that every night you switch pouches you must mix the solution for another pouch by hand ,6,4/12/2011,7,Flolan great cure alone I felt best taking Flolan Although sometimes cure worse disease Flolan come lot problem It tedious cumbersome given intravenously hour major disadvantage It requires pump feed medicine day night The pouch contain medicine must replaced every night spare must carried patient time They must kept ice retain effectiveness medicine Flolan also short shelf life requiring every night switch pouch must mix solution another pouch hand,positive,0.160416667,3,6,6,6,6,1,1,1,Epoprostenol-Flolan is great as a cure alone I felt the best while taking Flolan Although sometimes the cure is worse than the disease Flolan comes with a lot of problems It is tedious and cumbersome it is given intravenously over  hours and that in itself is a major disadvantage It requires a pump that feeds the medicine all day all night The pouches that contain the medicine must be replaced every night and a spare must be carried on the patient at all times They must be kept on ice to retain the effectiveness of the medicine Flolan also has a short shelf life requiring that every night you switch pouches you must mix the solution for another pouch by hand 
162347,Slow Fe,Iron Deficiency Anemia,I have really bad acid reflux and had suffered from anemia most of my adult life due to heavy periods Regular iron supplements would irritate the lining of my stomach and cause lots of pain but this product is great I have been taking Slow Fe for two weeks and I feel better already  I have more energy less shortness of breath less pain in my body and I dont crave for ice anymore It can only get better My iron level was  before starting slow Fe I will go to my doctor sometime in August The only side effect is mild constipation,10,8/1/2011,91,I really bad acid reflux suffered anemia adult life due heavy period Regular iron supplement would irritate lining stomach cause lot pain product great I taking Slow Fe two week I feel better already I energy le shortness breath le pain body I dont crave ice anymore It get better My iron level starting slow Fe I go doctor sometime August The side effect mild constipation,positive,0.070833333,5,5,10,5,7.5,1,1,1,Slow Fe-I have really bad acid reflux and had suffered from anemia most of my adult life due to heavy periods Regular iron supplements would irritate the lining of my stomach and cause lots of pain but this product is great I have been taking Slow Fe for two weeks and I feel better already  I have more energy less shortness of breath less pain in my body and I dont crave for ice anymore It can only get better My iron level was  before starting slow Fe I will go to my doctor sometime in August The only side effect is mild constipation
162354,Ranibizumab,Macular Degeneration,I have been receiving  lucentis for almost two years about  injections my eye sight has stabilized and I am able to drive and use my computer I still see wavy line with just my left eye the one receiving injections but my right eye is dominant and when both are open things look normal  I will continue with the treatment  because I do see a lot clearer since I started treatment I am  years young and I dont want to have to slow down my very active life I think I will always see some wavy lines and a small smoky spot But you just have to deal with those small problems   good luck to all off you that will develop this eye condition see your eye doctor as soon as you notice an eye problem,9,6/1/2015,16,I receiving lucentis almost two year injection eye sight stabilized I able drive use computer I still see wavy line left eye one receiving injection right eye dominant open thing look normal I continue treatment I see lot clearer since I started treatment I year young I dont want slow active life I think I always see wavy line small smoky spot But deal small problem good luck develop eye condition see eye doctor soon notice eye problem,positive,0.050568783,5,5,9,5,7,1,1,1,Ranibizumab-I have been receiving  lucentis for almost two years about  injections my eye sight has stabilized and I am able to drive and use my computer I still see wavy line with just my left eye the one receiving injections but my right eye is dominant and when both are open things look normal  I will continue with the treatment  because I do see a lot clearer since I started treatment I am  years young and I dont want to have to slow down my very active life I think I will always see some wavy lines and a small smoky spot But you just have to deal with those small problems   good luck to all off you that will develop this eye condition see your eye doctor as soon as you notice an eye problem
162419,Acetaminophen / dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,I have been taking this medicine for over  years first as perscribed by doctor Now it is very difficult to find and the only thing that works on my itchy eyes itchy throat and sneezing at the same time It also helps with any itchy skin due to pollen,10,6/12/2008,0,I taking medicine year first perscribed doctor Now difficult find thing work itchy eye itchy throat sneezing time It also help itchy skin due pollen,negative,-0.105,5,5,10,5,7.5,0,1,0,Acetaminophen / dexbrompheniramine / pseudoephedrine-I have been taking this medicine for over  years first as perscribed by doctor Now it is very difficult to find and the only thing that works on my itchy eyes itchy throat and sneezing at the same time It also helps with any itchy skin due to pollen
162422,Loratadine / pseudoephedrine,Allergic Rhinitis,Worked great for my sinus and allergies Had head and throats issues so bad so the pharmacist recommended Claritin D  hr I made the mistake of taking it at noon and it is now am and Im still awake Wired and jittery and my anxiety is ragging I cant stop still not worth the lack of sleep,5,8/23/2017,5,Worked great sinus allergy Had head throat issue bad pharmacist recommended Claritin D hr I made mistake taking noon Im still awake Wired jittery anxiety ragging I cant stop still worth lack sleep,negative,-0.016666667,3,5,5,5,5,0,1,0,Loratadine / pseudoephedrine-Worked great for my sinus and allergies Had head and throats issues so bad so the pharmacist recommended Claritin D  hr I made the mistake of taking it at noon and it is now am and Im still awake Wired and jittery and my anxiety is ragging I cant stop still not worth the lack of sleep
162488,Desogen,Birth Control,Helped with my cramping and had no spotting but gave me large cystic acne It took me several months before I realized desogen was the cause of the acne but once I stopped taking it it went away,4,6/6/2011,3,Helped cramping spotting gave large cystic acne It took several month I realized desogen cause acne I stopped taking went away,negative,0.107142857,2,5,4,5,4.5,0,1,0,Desogen-Helped with my cramping and had no spotting but gave me large cystic acne It took me several months before I realized desogen was the cause of the acne but once I stopped taking it it went away
162499,Buproban,Smoking Cessation,I have not even been on this medication for a month and have gone from   packs a day to    cigarettes a day,9,11/18/2011,47,I even medication month gone pack day cigarette day,neutral,0,5,5,9,5,7,0,1,0,Buproban-I have not even been on this medication for a month and have gone from   packs a day to    cigarettes a day
162562,Rifaximin,Traveler's Diarrhea,This drug works miracles  I went on vacation with family had dinner at a nonAmerican food buffet I was careful what I ate but got sick before we left the restaurant  weeks of misery called the doctor got rifaximin and was feeling  improved by second day of treatment  Amazingamazingamazing drug,10,8/10/2009,5,This drug work miracle I went vacation family dinner nonAmerican food buffet I careful I ate got sick left restaurant week misery called doctor got rifaximin feeling improved second day treatment Amazingamazingamazing drug,negative,-0.203571429,5,4,10,4,7,0,1,0,Rifaximin-This drug works miracles  I went on vacation with family had dinner at a nonAmerican food buffet I was careful what I ate but got sick before we left the restaurant  weeks of misery called the doctor got rifaximin and was feeling  improved by second day of treatment  Amazingamazingamazing drug
162576,Meridia,Obesity,I started to take Meridia  weeks before Christmas  During my first two weeks I lost lbs The following two weeks I lost another lbs I will return to my doctor this week to see how much more I have lost I have gone from a size  to a size  in less than  months I feel wonderful my children have commented on how much energy I now have However exercise and proper diet is the key and you need to continue doing so even once you are off It feels wonderful I can now wear a bathing suit once again I started at lbs and am now at lbs I recommend this to anyone who is serious about getting into shape and becoming healthy again,10,2/8/2009,59,I started take Meridia week Christmas During first two week I lost lb The following two week I lost another lb I return doctor week see much I lost I gone size size le month I feel wonderful child commented much energy I However exercise proper diet key need continue even It feel wonderful I wear bathing suit I started lb lb I recommend anyone serious getting shape becoming healthy,positive,0.283333333,5,6,10,6,8,1,1,1,Meridia-I started to take Meridia  weeks before Christmas  During my first two weeks I lost lbs The following two weeks I lost another lbs I will return to my doctor this week to see how much more I have lost I have gone from a size  to a size  in less than  months I feel wonderful my children have commented on how much energy I now have However exercise and proper diet is the key and you need to continue doing so even once you are off It feels wonderful I can now wear a bathing suit once again I started at lbs and am now at lbs I recommend this to anyone who is serious about getting into shape and becoming healthy again
162689,Terconazole,Vaginal Yeast Infection,I had mild symptoms of a yeast infection I used the dose tercanozole Its caused far more itching and burning than the yeast infection did,6,7/30/2014,45,I mild symptom yeast infection I used dose tercanozole Its caused far itching burning yeast infection,neutral,0.311111111,3,6,6,6,6,0,1,0,Terconazole-I had mild symptoms of a yeast infection I used the dose tercanozole Its caused far more itching and burning than the yeast infection did
162715,Cefdinir,Sinusitis,I have had a sinus infection and ear infection for months on end I was prescribed this and had been suffering severe constipation before No more constipation I have to take it easy because exertion makes the digestive issues worse but I understand the need to cleanse the system and for some that is diarrhea and vomit Those that have allergic reactions Im sorry but it isnt a reason to take it off the market allergic reactions to meds should always be looked at Im hoping this will finally get rid of my infections cant smell and have loss of hearing It sucks,10,11/4/2017,0,I sinus infection ear infection month end I prescribed suffering severe constipation No constipation I take easy exertion make digestive issue worse I understand need cleanse system diarrhea vomit Those allergic reaction Im sorry isnt reason take market allergic reaction med always looked Im hoping finally get rid infection cant smell loss hearing It suck,negative,-0.169444444,5,4,10,4,7,0,1,0,Cefdinir-I have had a sinus infection and ear infection for months on end I was prescribed this and had been suffering severe constipation before No more constipation I have to take it easy because exertion makes the digestive issues worse but I understand the need to cleanse the system and for some that is diarrhea and vomit Those that have allergic reactions Im sorry but it isnt a reason to take it off the market allergic reactions to meds should always be looked at Im hoping this will finally get rid of my infections cant smell and have loss of hearing It sucks
162899,Rapaflo,Benign Prostatic Hyperplasia,I can only say it will make urination easier but it also will make a satisfying climax with ejaculation a fond distant memory  IT TAKES A LONG time to wear off so you dont need to take it daily,8,10/21/2013,86,I say make urination easier also make satisfying climax ejaculation fond distant memory IT TAKES A LONG time wear dont need take daily,positive,0.07,4,5,8,5,6.5,1,1,1,Rapaflo-I can only say it will make urination easier but it also will make a satisfying climax with ejaculation a fond distant memory  IT TAKES A LONG time to wear off so you dont need to take it daily
162988,Demadex,Edema,Torsemide has really been effective in reducing the edema that I suffer from Pulmonary Hypertension  IT really gets out the extra fluid without any harsh side effects  I used to take LAsix furosemide and I had to be taken off it after I suffered painful red nodules all up and down my legs Furosemide was far more harsh than the Demadex and Im glad my doctor switched me to it,10,9/8/2014,37,Torsemide really effective reducing edema I suffer Pulmonary Hypertension IT really get extra fluid without harsh side effect I used take LAsix furosemide I taken I suffered painful red nodule leg Furosemide far harsh Demadex Im glad doctor switched,positive,0.064957265,5,5,10,5,7.5,1,1,1,Demadex-Torsemide has really been effective in reducing the edema that I suffer from Pulmonary Hypertension  IT really gets out the extra fluid without any harsh side effects  I used to take LAsix furosemide and I had to be taken off it after I suffered painful red nodules all up and down my legs Furosemide was far more harsh than the Demadex and Im glad my doctor switched me to it
162999,Lodine,Osteoarthritis,Great for knee pain,10,6/26/2008,40,Great knee pain,positive,0.8,5,9,10,9,9.5,1,1,1,Lodine-Great for knee pain
163008,Pemoline,ADHD,I started on Cylert in  and my brain activity took off  I was concentrating better I wasnt as nervous as I used to be I stopped taking it because my doctor moved from one location to out of state  I figured Id give it a try without it  I went back on it in  for a period of time and felt as I did back in the early s  I now cannot get it because of hepatic problems but I am willing to keep taking it because it is and was the best ADD medication I have ever had  I am very upset and sorry for all of us who do not use it anymore and there are no more alternatives closest to Cylert  Maybe one day there will be but until then with all of the medications I have tried my mind will continue to spin and constantly be on run,10,5/19/2013,14,I started Cylert brain activity took I concentrating better I wasnt nervous I used I stopped taking doctor moved one location state I figured Id give try without I went back period time felt I back early I get hepatic problem I willing keep taking best ADD medication I ever I upset sorry u use anymore alternative closest Cylert Maybe one day medication I tried mind continue spin constantly run,negative,0.13,5,6,10,6,8,0,1,0,Pemoline-I started on Cylert in  and my brain activity took off  I was concentrating better I wasnt as nervous as I used to be I stopped taking it because my doctor moved from one location to out of state  I figured Id give it a try without it  I went back on it in  for a period of time and felt as I did back in the early s  I now cannot get it because of hepatic problems but I am willing to keep taking it because it is and was the best ADD medication I have ever had  I am very upset and sorry for all of us who do not use it anymore and there are no more alternatives closest to Cylert  Maybe one day there will be but until then with all of the medications I have tried my mind will continue to spin and constantly be on run
163025,Actonel,Osteoporosis,I was diagnosed with osteoporosis and after  years of taking this drug my last bone density showed no osteoporosis,10,5/2/2008,187,I diagnosed osteoporosis year taking drug last bone density showed osteoporosis,negative,0,5,5,10,5,7.5,0,1,0,Actonel-I was diagnosed with osteoporosis and after  years of taking this drug my last bone density showed no osteoporosis
163040,Decadron,Asthma,Used periodically when other meds arent giving relief Makes breathing problems clear relieves allergic sinus congestion and skin allergy issues dissipate,8,11/28/2013,15,Used periodically med arent giving relief Makes breathing problem clear relief allergic sinus congestion skin allergy issue dissipate,negative,-0.0125,4,5,8,5,6.5,0,1,0,Decadron-Used periodically when other meds arent giving relief Makes breathing problems clear relieves allergic sinus congestion and skin allergy issues dissipate
163050,Medrol Dosepak,"Asthma, acute",This is my first line of defense when my allergy induced asthma is out of control Rescue inhalers have not worked for me I cannot pull the medicine into my lungs when I am constricted By day  of the dosepak I have significant relief and can usually go off of routine nebulized bronchodilators within  days Unfortunately my doctors do not like to prescribe steroids  timesyear as needed even though I have shown them it works for me,10,1/25/2014,27,This first line defense allergy induced asthma control Rescue inhaler worked I pull medicine lung I constricted By day dosepak I significant relief usually go routine nebulized bronchodilator within day Unfortunately doctor like prescribe steroid timesyear needed even though I shown work,positive,-0.03125,5,5,10,5,7.5,1,1,1,Medrol Dosepak-This is my first line of defense when my allergy induced asthma is out of control Rescue inhalers have not worked for me I cannot pull the medicine into my lungs when I am constricted By day  of the dosepak I have significant relief and can usually go off of routine nebulized bronchodilators within  days Unfortunately my doctors do not like to prescribe steroids  timesyear as needed even though I have shown them it works for me
163059,Granulex,Dermatologic Lesion,"Emergency Use  in Burns
      One evening my wife asked my yr old to fix her a cup of coffee  The Daughter went to the kitchen and fixed a boiling cup of coffee   Bringing it up stairs the cup broke and the boiling coffee went down her chest  She screamed we sprayed her chest at once there was very little blistering and within  days all was healed",10,1/6/2016,1,Emergency Use Burns One evening wife asked yr old fix cup coffee The Daughter went kitchen fixed boiling cup coffee Bringing stair cup broke boiling coffee went chest She screamed sprayed chest little blistering within day healed,negative,-0.049826389,5,5,10,5,7.5,0,1,0,"Granulex-Emergency Use  in Burns
      One evening my wife asked my yr old to fix her a cup of coffee  The Daughter went to the kitchen and fixed a boiling cup of coffee   Bringing it up stairs the cup broke and the boiling coffee went down her chest  She screamed we sprayed her chest at once there was very little blistering and within  days all was healed"
163087,ella,Emergency Contraception,Hello strangers Im here to share my experience of taking emergency contraception Ellaone My period cycle has been very irregular last  monthes  assumed stresses Therefore it was very hard to know when exactly my ovulation was On November th I had unprotected sex with my lover unexpectedly He had condom initially but it dissappearedHe didnt notice that so he literally came inside of my vagina I was panic because of my irregular period cycle I was not sure about everything After hours of unprotected sexual relationship I had Ellaone tablet Regardless how much I worried my period started today It was actually starting early then I thought So dont worry too much It really works Release your worries,10,11/28/2016,7,Hello stranger Im share experience taking emergency contraception Ellaone My period cycle irregular last monthes assumed stress Therefore hard know exactly ovulation On November th I unprotected sex lover unexpectedly He condom initially dissappearedHe didnt notice literally came inside vagina I panic irregular period cycle I sure everything After hour unprotected sexual relationship I Ellaone tablet Regardless much I worried period started today It actually starting early I thought So dont worry much It really work Release worry,negative,0.076736111,5,5,10,5,7.5,0,1,0,ella-Hello strangers Im here to share my experience of taking emergency contraception Ellaone My period cycle has been very irregular last  monthes  assumed stresses Therefore it was very hard to know when exactly my ovulation was On November th I had unprotected sex with my lover unexpectedly He had condom initially but it dissappearedHe didnt notice that so he literally came inside of my vagina I was panic because of my irregular period cycle I was not sure about everything After hours of unprotected sexual relationship I had Ellaone tablet Regardless how much I worried my period started today It was actually starting early then I thought So dont worry too much It really works Release your worries
163151,Omnaris,Allergic Rhinitis,"I have been suffering from allergies since the beginning of time  I am very sensitive I take allergy medicines allergy eye drops get  shots  times a week  The one thing I hate is that nasal drip  Nothing worked for me I have tried every nose spray from steroids to nonsteroids and the copay was expensive  The main issue was dripping back to my throat the need to blow my nose a lot after use and that nasty bitter taste I get from all of them 
I saw Omnaris commercial late one night and I searched reviews  I was hesitant but people said it doesnt drip to the back and there was no taste  I got a sample of this from my allergist 
AMAZING NO DRIP AND BEST OF ALL NO TASTE It is the best so far I will continue using it",9,7/22/2009,30,I suffering allergy since beginning time I sensitive I take allergy medicine allergy eye drop get shot time week The one thing I hate nasal drip Nothing worked I tried every nose spray steroid nonsteroid copay expensive The main issue dripping back throat need blow nose lot use nasty bitter taste I get I saw Omnaris commercial late one night I searched review I hesitant people said doesnt drip back taste I got sample allergist AMAZING NO DRIP AND BEST OF ALL NO TASTE It best far I continue using,positive,0.021190476,5,5,9,5,7,1,1,1,"Omnaris-I have been suffering from allergies since the beginning of time  I am very sensitive I take allergy medicines allergy eye drops get  shots  times a week  The one thing I hate is that nasal drip  Nothing worked for me I have tried every nose spray from steroids to nonsteroids and the copay was expensive  The main issue was dripping back to my throat the need to blow my nose a lot after use and that nasty bitter taste I get from all of them 
I saw Omnaris commercial late one night and I searched reviews  I was hesitant but people said it doesnt drip to the back and there was no taste  I got a sample of this from my allergist 
AMAZING NO DRIP AND BEST OF ALL NO TASTE It is the best so far I will continue using it"
163166,Carac,Actinic Keratosis,The cream works wonderfully  It is a little bit hot and you really feel the burn The outcome is worth it but it is CRIMINAL how much the drug company charges for this medication  It has been around since  and in  it cost  per tube today it costs   Absolutely abuse,10,6/27/2016,32,The cream work wonderfully It little bit hot really feel burn The outcome worth CRIMINAL much drug company charge medication It around since cost per tube today cost Absolutely abuse,negative,0.080357143,5,5,10,5,7.5,0,1,0,Carac-The cream works wonderfully  It is a little bit hot and you really feel the burn The outcome is worth it but it is CRIMINAL how much the drug company charges for this medication  It has been around since  and in  it cost  per tube today it costs   Absolutely abuse
163189,Dovonex,Psoriasis,It cleared up my psoriasis completely The only drawback is that I built up a tolerance to it and it became ineffective after about  or  years of use,9,4/28/2011,28,It cleared psoriasis completely The drawback I built tolerance became ineffective year use,positive,0.05,5,5,9,5,7,1,1,1,Dovonex-It cleared up my psoriasis completely The only drawback is that I built up a tolerance to it and it became ineffective after about  or  years of use
163225,Propafenone,Atrial Fibrillation,I have been on Rythmol  for  months  It seems to have controlled my atrial fibrillation as I know of only a couple occurrences since I started the Rythmol  Side effects have diminished but still have bouts of fatigue and constipation  This medicine seems to be okay but I hate taking something continuously at  years old,9,12/5/2010,31,I Rythmol month It seems controlled atrial fibrillation I know couple occurrence since I started Rythmol Side effect diminished still bout fatigue constipation This medicine seems okay I hate taking something continuously year old,negative,-0.05,5,5,9,5,7,0,1,0,Propafenone-I have been on Rythmol  for  months  It seems to have controlled my atrial fibrillation as I know of only a couple occurrences since I started the Rythmol  Side effects have diminished but still have bouts of fatigue and constipation  This medicine seems to be okay but I hate taking something continuously at  years old
163247,FreshKote,Eye Redness,Fresh Kote gave me relief from dryness and eye discomfort at night,10,3/21/2011,20,Fresh Kote gave relief dryness eye discomfort night,positive,0.3,5,6,10,6,8,1,1,1,FreshKote-Fresh Kote gave me relief from dryness and eye discomfort at night
163252,Solaraze,Keratosis,"I had been to the dermatologist for treatment to my lower lip diagnosed as Actinic Keratosis Initially he sprayed it with Liquid nitrogen and prescribed Solaraze gel I used this gel for about   months twice daily on the lip I must mention that there absolutely no effect of this medication on my lip A total waste of money if you dont have insurance as it can be quite expensive without it 

Then I was prescribed all sort of other creams which was nothing but a waste of money on moisturizers Dont feel bad to question the dermatologist as to what the cream does and whether it will cure you The most essential treatment for single or isolated AKs is  cryotherapy  liquid nitrogen spray",3,11/2/2016,8,I dermatologist treatment lower lip diagnosed Actinic Keratosis Initially sprayed Liquid nitrogen prescribed Solaraze gel I used gel month twice daily lip I must mention absolutely effect medication lip A total waste money dont insurance quite expensive without Then I prescribed sort cream nothing waste money moisturizers Dont feel bad question dermatologist cream whether cure The essential treatment single isolated AKs cryotherapy liquid nitrogen spray,negative,-0.116369048,2,4,3,4,3.5,0,1,0,"Solaraze-I had been to the dermatologist for treatment to my lower lip diagnosed as Actinic Keratosis Initially he sprayed it with Liquid nitrogen and prescribed Solaraze gel I used this gel for about   months twice daily on the lip I must mention that there absolutely no effect of this medication on my lip A total waste of money if you dont have insurance as it can be quite expensive without it 

Then I was prescribed all sort of other creams which was nothing but a waste of money on moisturizers Dont feel bad to question the dermatologist as to what the cream does and whether it will cure you The most essential treatment for single or isolated AKs is  cryotherapy  liquid nitrogen spray"
